,idDrink,strDrink,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,all_ingredients,soup
101,17177,Dark Caipirinha,Cocktail,,Alcoholic,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,demerara Sugar,Lime,Cachaca,,,,,,,,2 tsp ,1,2 1/2 oz,,,,,,,,"demerara Sugar,Lime,Cachaca","demerara Sugar,Lime,Cachaca,Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well."
102,17182,Duchamp's Punch,Cocktail,,Alcoholic,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,5 cl,2.5 cl,2.5 cl,1.5 cl,2 Dashes,Pinch,2 sprigs,,,,"Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender","Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs"
103,17211,Dark and Stormy,Ordinary Drink,New Era Drinks,Alcoholic,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Dark Rum,Ginger Beer,,,,,,,,,5 cl,10 cl,,,,,,,,,"Dark Rum,Ginger Beer","Dark Rum,Ginger Beer,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge."
104,13194,Damned if you do,Shot,,Alcoholic,Shot glass,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Whiskey,Hot Damn,,,,,,,,,0.75 oz ,0.25 oz ,,,,,,,,,"Whiskey,Hot Damn","Whiskey,Hot Damn,Pour into shot glass. Put in mouth. Repeat as deemed necessary."
105,11326,Dubonnet Cocktail,Ordinary Drink,,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,,,,,1 1/2 oz ,3/4 oz ,1 dash ,1 twist of ,,,,,,,"Dubonnet Rouge,Gin,Bitters,Lemon peel","Dubonnet Rouge,Gin,Bitters,Lemon peel,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve."
106,12736,Drinking Chocolate,Cocoa,,Non alcoholic,Coffee mug,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,,,,,2 oz ,6-8 oz ,1 stick ,1 ,2 oz finely chopped dark ,Fresh ,,,,,"Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream","Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug."
107,178334,Death in the Afternoon,Cocktail,,Alcoholic,Margarita glass,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,Absinthe,Champagne,,,,,,,,,2 shots,Top,,,,,,,,,"Absinthe,Champagne","Absinthe,Champagne,Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect."
108,12668,Egg Cream,Other/Unknown,,Non alcoholic,Coffee mug,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,Chocolate syrup,Milk,Soda water,,,,,,,,2 tblsp ,6 oz whole ,6 oz ,,,,,,,,"Chocolate syrup,Milk,Soda water","Chocolate syrup,Milk,Soda water,Mix syrup and milk in a fountain glass. Add soda water, serve with a straw."
109,12910,Egg Nog #4,Punch / Party Drink,,Optional alcohol,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white,Sugar,6 ,1/4 cup ,2 cups ,1/2 cup ,1/2 cup ,1 tsp ,1/4 tsp ,1 cup ,6 ,1/4 cup ,"Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white","Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white,In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups."
110,11338,English Highball,Ordinary Drink,,Alcoholic,Highball glass,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,"Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel","Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
111,17212,Espresso Martini,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Vodka,Kahlua,Sugar syrup,,,,,,,,5 cl,1 cl,1 dash,,,,,,,,"Vodka,Kahlua,Sugar syrup","Vodka,Kahlua,Sugar syrup,Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass"
112,178309,Espresso Rumtini,Cocktail,,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,Rum,Vanilla syrup,Espresso,Coffee,,,,,,,1 shot,1/2 shot,1 shot,1 shot,,,,,,,"Rum,Vanilla syrup,Espresso,Coffee","Rum,Vanilla syrup,Espresso,Coffee,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans"
113,12916,Egg Nog - Healthy,Punch / Party Drink,,Optional alcohol,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,1/2 cup ,3 tblsp ,13 oz skimmed ,3/4 cup skimmed ,1 tsp ,1 tsp ,"
","
","
","
","Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg","Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings."
114,11339,English Rose Cocktail,Ordinary Drink,,Alcoholic,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,"Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry","Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve."
115,12914,Egg-Nog - Classic Cooked,Punch / Party Drink,,Optional alcohol,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,6 ,1/4 cup ,1/4 tsp ,1 qt ,1 tsp ,,,,,,"Egg,Sugar,Salt,Milk,Vanilla extract","Egg,Sugar,Salt,Milk,Vanilla extract,In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately."
116,17246,Empellón Cocina's Fat-Washed Mezcal,Cocktail,,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,Mezcal,Chocolate liqueur,Coffee liqueur,,,,,,,,2 oz,3/4 oz,1/2 oz,,,,,,,,"Mezcal,Chocolate liqueur,Coffee liqueur","Mezcal,Chocolate liqueur,Coffee liqueur,To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture."
117,12768,Frappé,Coffee / Tea,,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Coffee,Milk,Sugar,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp ,,,,,,,,"Coffee,Milk,Sugar","Coffee,Milk,Sugar,Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing."
118,11375,Foxy Lady,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,,,,,1/2 oz ,1/2 oz ,2 oz ,,,,,,,,"Amaretto,Creme de Cacao,Light cream","Amaretto,Creme de Cacao,Light cream,Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
119,17197,French 75,Ordinary Drink,Contemporary Classics,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",https://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,"Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry","Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently."
120,11382,Frisco Sour,Ordinary Drink,,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,"Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime","Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve."
121,12674,Fruit Shake,Other/Unknown,,Non alcoholic,Highball Glass,Blend til smooth.,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,1 cup fruit ,1 ,4 oz frozen ,1/2 piece textural ,6 ,,,,,,"Yoghurt,Banana,Orange juice,Fruit,Ice","Yoghurt,Banana,Orange juice,Fruit,Ice,Blend til smooth."
122,12670,Fruit Cooler,Other/Unknown,,Non alcoholic,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,1 can frozen ,1 cup ,2 tblsp ,1 ,1 ,1 L ,,,,,"Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice","Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve."
123,14688,Freddy Kruger,Shot,,Alcoholic,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,"Jägermeister,Sambuca,Vodka","Jägermeister,Sambuca,Vodka,make it an ample size shot!!"
124,15743,Fuzzy Asshole,Coffee / Tea,,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,,,,,1/2 ,1/2 ,,,,,,,,,"Coffee,Peach schnapps","Coffee,Peach schnapps,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot."
125,178328,Funk and Soul,Cocktail,,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,,,,2 shots,1 shot,1 shot,Juice of 1/2,Top,,,,,,"Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,","Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste."
126,17213,French Martini,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,"Vodka,Raspberry Liqueur,pineapple juice","Vodka,Raspberry Liqueur,pineapple juice,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink."
127,17248,French Negroni,Cocktail,,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,"Gin,Lillet,Sweet Vermouth,Orange Peel","Gin,Lillet,Sweet Vermouth,Orange Peel,Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist."
128,11368,Flying Dutchman,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,"Gin,Triple sec","Gin,Triple sec,In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well."
129,11387,Frozen Daiquiri,Ordinary Drink,,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed ,,,,,"Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice","Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve."
130,12672,Fruit Flip-Flop,Other/Unknown,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Yoghurt,Fruit juice,,,,,,,,,1 cup ,1 cup ,,,,,,,,,"Yoghurt,Fruit juice","Yoghurt,Fruit juice,Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
131,13070,Fahrenheit 5000,Shot,,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,1/2 oz ,1/2 oz ,1 dash ,,,,,,,,"Firewater,Absolut Peppar,Tabasco sauce","Firewater,Absolut Peppar,Tabasco sauce,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar."
132,11369,Flying Scotchman,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,"Scotch,Sweet Vermouth,Bitters,Sugar syrup","Scotch,Sweet Vermouth,Bitters,Sugar syrup,Shake all ingredients with ice, strain into a cocktail glass, and serve."
133,17198,French Connection,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,"Cognac,Amaretto","Cognac,Amaretto,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently."
134,13202,Flaming Dr. Pepper,Shot,,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz ,,,,,,"Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer","Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer"
135,13675,Flander's Flake-Out,Ordinary Drink,,Alcoholic,Collins Glass,Bang 'em both in.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,Sambuca,Sarsaparilla,,,,,,,,,1/4 glass ,3/4 glass ,,,,,,,,,"Sambuca,Sarsaparilla","Sambuca,Sarsaparilla,Bang 'em both in."
